show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2817,TV Show,Bob Ross - The Joy of Painting,,,United States,"March 11, 2016",1983,TV-G,6 Seasons,"Classics, Family, Lifestyle & Culture","You’ve seen him before. He’s the soft spoken guy painting happy clouds, mountains and trees in about twenty-six television minutes, using big house-painting-type brushes and cooing soothing “you can do its” to the audience. His Joy of Painting program is the most recognized, most watched TV art show in history."
s2818,TV Show,Naruto Shippuden,,,Japan,"March 10, 2016",2007,TV-14,9 Seasons,"Adventure, Anime, International","The Village Hidden in the Leaves is home to the stealthiest ninja in the land. But twelve years earlier, a fearsome Nine-tailed Fox terrorized the village before it was subdued and its spirit sealed within the body of a baby boy. Now that boy, Naruto, has grown up to become a hyperactive ninja-in-training who's more interested in pranks than schoolwork...but Naruto is determined to become the greatest ninja ever!"
s2819,TV Show,Dawson's Creek,,,United States,"March 1, 2016",1998,TV-14,6 Seasons,"Drama, Teen","Provocative drama about the coming-of-age of a group of teenage best friends in a small New England coastal town. Dawson Leery seems to have the perfect life. An aspiring filmmaker, he soon finds out that growing up isn't as simple and clear-cut as the Steven Spielberg movies he so idolizes. The arrival of Jennifer, the attractive new girl in town, puts a barrier between Dawson and his longtime best friend, Josephine (""Joey"") – a local girl who lives across the pond with her pregnant sister and her sister's black boyfriend. He also must deal with good buddy Pacey's obsession with the school's attractive new teacher. Things won't be so quiet in this small town."
s2820,TV Show,11.22.63,,,United States,"February 15, 2016",2016,TV-MA,1 Season,"Drama, Science Fiction","Imagine having the power to change history. Would you journey down the “rabbit hole?"" This eight –part event series follows Jake Epping (James Franco), an ordinary high school teacher, presented with the unthinkable mission of traveling back in time to prevent the assassination of John F. Kennedy on November 22, 1963. Jake travels to the past in order to solve the most enduring mystery of the 20th century: who killed JFK, and could it have been stopped? But as Jake will learn, the past does not want to be changed. And trying to divert the course of history may prove fatal."
s2821,TV Show,Hunderby,,,United Kingdom,"February 1, 2016",2012,TV-14,2 Seasons,"Comedy, Drama, International","A young woman thought to be a spinster missionary is washed up on the beach. In an attempt to escape her terrible past, she assumes the name of Helene Blone and marries the local widowed pastor and master of Hunderby."
s2822,TV Show,Mr. Bean,,,United Kingdom,"February 1, 2016",1990,TV-G,1 Season,"Comedy, Family, International","Mr Bean turns simple everyday tasks into chaotic situations and will leave you in stitches as he creates havoc wherever he goes. Rowan Atkinson's comic acting genius has created a highly original work for television winning many international awards. From the very first episode shown in 1990, the silent odd-ball has become known all over the world with only 14 episodes of the television series ever made."
s2823,TV Show,Dragon Ball GT,,,Japan,"January 29, 2016",1996,TV-14,2 Seasons,"Action, Adventure, Anime","The Dragon Balls have been scattered to the ends of creation, and if Goku, Pan, and Trunks can't gather them in a year's time, Earth will meet with final catastrophe. The countdown to oblivion has begun."
s2824,TV Show,Project Greenlight,,,,"January 26, 2016",2001,TV-MA,1 Season,"Documentaries, Reality",From Ben Affleck and Matt Damon comes this innovative series in which aspiring filmmakers win the chance to make a movie.
s2825,TV Show,Dagashi Kashi,,,Japan,"January 18, 2016",2016,TV-14,1 Season,"Anime, Comedy","Kokonotsu Shikada dreams of becoming a famous manga artist. Problem is, he’s terrible. His real talent is selling the delicious snacks in his father’s “dagashi” shop. He never thought much about the family business until the eccentric Hotaru showed up."
s2826,TV Show,Undefeated Bahamut Chronicle,,,Japan,"January 18, 2016",2016,TV-MA,1 Season,"Action, Adventure, Anime","From the broken, charred pieces of the Arcadia Empire, a new kingdom arose. To protect itself from future foes, the new Kingdom of Atismata began training Drag-Knights to wield ancient mechanical dragons known as Drag-Rides. When Lux Arcadia, former prince of the ruined Empire, sights the new kingdom’s princess, Lisesharte Atismata, naked, she challenges him to a Drag-Ride duel, beginning an odd chain reaction that will expose the dark secrets of both royal families."
s2827,TV Show,Dimension W,,,Japan,"January 17, 2016",2016,TV-MA,1 Season,"Action, Adventure, Anime","In the year 2071, the world’s energy problems seem solved by a network of cross-dimensional electric-field inductors- “coils” -that extract energy from a seemingly infinite source. That source is the W dimension, a fourth plane that exists beyond the X, Y, and Z dimensions."
s2828,TV Show,"Grimgar, Ashes and Illusions",,,Japan,"January 17, 2016",2016,TV-14,1 Season,"Action, Adventure, Anime","When Haruhiro awakens, he's in the dark surrounded by people like himself who have no memory of where they came from or how they got there. As the darkness fades, a fantastic new world called ""Grimgar"" appears before them and the adventure begins."
s2829,TV Show,Saved by the Bell,,,United States,"January 17, 2016",1988,TV-PG,5 Seasons,"Comedy, Family, Sitcom","A TV show centered on six students and their years at Bayside High School in Palisades, California."
s2830,TV Show,Saved by the Bell: Hawaiian Style,,,United States,"January 17, 2016",1992,TV-PG,1 Season,"Comedy, Family, Sitcom","Kelly's grandfather invites the kids to his hotel in Hawaii. Unfortunately, his hotel is in danger for being bought out for larger development."
s2831,TV Show,Saved by the Bell: The College Years,,,United States,"January 17, 2016",1993,TV-PG,1 Season,"Comedy, Family, Sitcom",The Kids from Bayside go off to college
s2832,TV Show,Saved by the Bell: Wedding in Las Vegas,,,United States,"January 17, 2016",1994,TV-PG,1 Season,"Comedy, Family, Sitcom",Zack and Kelly are getting married in Las Vegas!
s2833,TV Show,Divine Gate,,,Japan,"January 15, 2016",2016,TV-14,1 Season,"Action, Adventure, Anime","After the Divine Gate opened, our world and the worlds beyond became connected, bringing an era of chaos. Now, a select few have gathered to attempt to reach the Gate and remake the world. But what will they find when they open the door?"
s2834,TV Show,Special A,,,Japan,"January 15, 2016",2008,TV-14,1 Season,"Anime, Comedy, Drama","Hikari Hanazono was the best at everything, so when she challenged Kei Takishima to a wrestling match, she naturally assumed she would win. She lost; he won; and the natural order was disrupted. Ever since, Hikari’s entire life has been structured around beating Kei at SOMETHING. Try as she might, Hikari always comes up short."
s2835,Movie,Tears to Tiara,,,Japan,"January 15, 2016",2009,1 Season,,"Anime, International, Romance","In a strange dark age, the Divine Empire’s path of conquest seems unstoppable, endlessly devouring its weaker neighbors in a brutal cycle of subjugation and pillage. But when a savage priest makes a critical mistake while attempting to resurrect a Demon Lord, the scales of fate begin to tip in the other direction! Choosing to side instead with the priest’s intended sacrifice, the Gaelic Priestess Riannon, the resurrected Lord Arawn joins with Riannon and her brother Arthur, as together they begin to assemble the force that will bring the Divine Empire to its knees! Wizards, archers, sword masters and even pixies take arms as the ancient Celtic, Gaelic, British and Roman myths of Albion receive a spectacular new animated interpretation in TEARS TO TIARA!"
s2836,TV Show,Assassination Classroom,,,Japan,"January 14, 2016",2015,TV-14,2 Seasons,"Action, Anime, International","Forget about homework. The students of Class 3E have a more important assignment: kill the teacher! Their tentacle-d sensei moves at Mach 20, and he’s out to conquer the classroom after destroying most of the moon!"
s2837,TV Show,Prince of Stride: Alternative,,,Japan,"January 12, 2016",2016,TV-PG,1 Season,"Action, Anime, Drama","From MADHOUSE, the studio behind Death Note and One-Punch Man, comes a fast-paced sports anime about Stride-competitive city-wide relay races. Nana and her classmate, Takeru, are desperate to resurrect their school's Stride Club, but will they be able to get the prickly Riku, who insists he hates Stride, to join the team?"
s2838,TV Show,El Perro y El Gato,,,,"January 1, 2016",2006,TV-Y7,1 Season,"Family, Kids, Latino",An energetic dog and a laid-back cat teach pre-schoolers vocabulary in both English and Spanish in this fun animated series.
s2839,TV Show,Happy Endings,,,United States,"January 1, 2016",2011,TV-14,3 Seasons,"Comedy, Sitcom","Forget who gets to keep the ring, when a couple splits, the real question is, who gets to keep the friends? In this modern comedy, a couple's break up will complicate all of their friends' lives and make everyone question their choices. When life throws you for a curve, hold on tight to the people you love."
s2840,TV Show,Rosario + Vampire,,,Japan,"December 31, 2015",2008,TV-MA,1 Season,"Action, Adventure, Anime","Tsukune's grades are keeping him out of the schools he wants to attend. When one finally lets him in, all of the other students are hiding supernatural secrets beneath their human disguises! That's when he meets Moka, a beautiful vampire!"
s2841,TV Show,The Goldbergs en Español,,,,"December 25, 2015",2013,TV-14,2 Seasons,"Comedy, Latino, Sitcom","Una comedia multigeneracional ambientada en los años 80 acerca de una familia ruidosa, cariñosa y un poco disfuncional - los Goldberg. Nuestro narrador rememora su vida con una madre autoritaria, un padre malhumorado, una hermana mayor rebelde, un hermano mayor irascible y un encantador abuelo."
s2842,Movie,Deutschland 83,,,Germany,"December 18, 2015",2015,1 Season,,"Action, Adventure, Drama","Deutschland 83 follows Martin Rauch, a young spy caught between two worlds, who is sent by the East German Intelligence Service (the HVA) to discover NATO’s military intentions. Set against a backdrop of fervent political feeling and the threat of nuclear war, Martin must leave everything he knows for a new life undercover in the West. But nothing and no one is as they seem. Every friend is a potential enemy; every enemy a possible asset. And the stakes couldn’t be higher. Deutschland 83 is the first German-language series to be broadcast on an  American network – with wall-to-wall critical acclaim from the US press."
s2843,TV Show,Sailor Moon,,,Japan,"December 14, 2015",1992,TV-14,5 Seasons,"Action, Anime, Comedy","Usagi Tsukino is a clumsy but kindhearted teenage girl who transforms into the powerful guardian of love and justice, Sailor Moon. Meeting allies along the way who share similar fates, Usagi and her team of planetary Sailor Guardians fight to protect the universe from forces of evil and total annihilation."
s2844,TV Show,The Millionaire Matchmaker,,,United States,"December 7, 2015",2008,TV-14,1 Season,"Reality, Romance",The founder of an elite matchmaking service in Los Angeles helps wealthy men find the women of their dreams.
s2845,TV Show,Heroes Cotidianos,,,,"December 4, 2015",2015,TV-PG,1 Season,"Documentaries, Latino",This deeply moving series chronicles the stories of ordinary people doing extraordinary things.
s2846,TV Show,RocketJump: The Show,,,United States,"December 2, 2015",2015,TV-14,1 Season,"Comedy, Documentaries",RocketJump: The Show is a behind-the-scenes look at the RocketJump production team (Video Game High School) as they create phenomenal action-comedy short films. Each half-hour episode of the series will chronicle the filmmaking behind RocketJump’s newest short and will include an exclusive look at the short film itself.
s2847,TV Show,Oh My Venus,,,South Korea,"November 17, 2015",2015,TV-14,1 Season,"Comedy, Drama, International","When you go from the top of the pecking order in the looks department in high school and then fall to the bottom in adulthood, is it possible to get back on top? Kang Joo Eun (Shin Min Ah) was envied by every girl and desired by every boy in high school as the Daejeon Venus because of her pretty face and killer figure. Despite coming from a poor family, Joo Eun was determined to go to law school and become an attorney. At age 33, she has achieved her professional goals and has been in a stable relationship with her high school boyfriend, Im Woo Sik (Jung Gyu Woon), for 15 years. But she has let herself go over the years and is now overweight and often disregarded and overlooked by society and her coworkers. On the plane ride back from a quick business trip to the United States, Joo Eun has an embarrassing run-in with Kim Yeong Ho (So Ji Sub) and his two sidekicks, Jang Joon Seong (Sung Hoon) and Kim Ji Woong (Henry). Yeong Ho is a celebrity personal trainer who is involved in a scandal in the United States and forced to flee to Korea until things cool down. But his wealthy family has other plans for him. As soon as they discover that he is back in Korea, his grandmother appoints Yeong Ho as the new president of the family medical services company and prevents him from returning to the States. A lost purse causes Young Ho to reconnect with Joo Eun and witness another personal embarrassment for Joo Eun in the aftermath of being dumped by Woo Sik and finding out that he has been dating her new boss, Oh Soo Jin (Yoo In Young). As it seems to become a habit for Yeong Ho to bail Joo Eun out of trouble, can he also help her to reclaim her former looks? ""Oh My Venus"" is a 2015 South Korean drama series directed by Kim Hyung Suk."
s2848,TV Show,Rugrats,,,United States,"November 9, 2015",1991,TV-Y,3 Seasons,"Cartoons, Kids","See life from the ground up with Tommy, Chuckie, Susie, Lil, Phil, and the hardly angelic, Angelica. Usually led by fearless leader Tommy, the Rugrats turn the ordinary into the extraordinary and every day into the perfect setting for adventure!"
s2849,TV Show,The Guardian,,,United States,"November 6, 2015",2001,TV-PG,3 Seasons,Drama,Nick Fallin is a young yet powerful attorney who must perform community service as a child advocate.
s2850,TV Show,The Lucy Show,,,United States,"November 1, 2015",1967,TV-G,6 Seasons,"Classics, Comedy, Family","Lucille Ball is up to her usual hijinks again as she holds down a job (barely), and raises two teenage children - with Gale Gordon, Vivian Vance, and big name guest stars."
s2851,TV Show,Noragami,,,Japan,"October 19, 2015",2010,TV-14,2 Seasons,"Action, Adventure, Anime","Yato may be a minor god, but he's got a plan to make it big. Unfortunately, things just don't seem to be going his way. He doesn't have a single shrine dedicated to him, his partner has just quit, and now he's got to find a new divine weapon."
s2852,TV Show,Shomin Sample,,,Japan,"October 16, 2015",2015,TV-14,1 Season,"Anime, Comedy, Romance","Kimito Kagurazaka is a extraordinarily average. That is, until one day he's abducted by a mysterious organization and forced to enroll a super secret, super elite academy for the richest, classiest, elitest of the elite young ladies."
s2853,TV Show,Dance With Devils,,,Japan,"October 14, 2015",2015,TV-14,1 Season,"Action, Adventure, Anime","Second-year student Ritsuka Tachibana has the perfect school-to-life balance, but all of thatâs thrown into chaos when she discovers that several of her handsome male classmates are actually demons in disguise."
s2854,TV Show,Attack on Titan: Junior High,,,Japan,"October 11, 2015",2015,TV-14,1 Season,"Anime, Comedy, International",Your favorite characters from Attack on Titan are back in… junior high school?
s2855,TV Show,Chivalry of a Failed Knight,,,Japan,"October 10, 2015",2015,TV-MA,1 Season,"Action, Adventure, Anime","For Ikki Kurogane, graduating as a Magical Knight is nigh impossible. Among Blazers, he’s considered the worst; he can materialize his soul into a weapon, but his magical power is extremely low. To add insult to injury, an unfortunate encounter with the talented and beautiful Princess Stella Vermillion slashes his already slim odds and alters the course of his life forever."
s2856,TV Show,Heavy Object,,,Japan,"October 9, 2015",2015,TV-MA,1 Season,"Action, Adventure, Anime","In the future, warfare has been revolutionized by the invention of mechanical weapons called “Objects.” Qwenthur is an un-athletic, but smart soldier who aims to work as an Object mechanic. Stationed at an Alaskan Object base, he meets Milinda, a Soldier who pilots her own Object. As they learn to support each other in battle, Qwenthur begins to uncover the grim secret behind the Heavy Objects."
s2857,TV Show,Drake & Josh,,,United States,"October 6, 2015",2004,TV-Y7,4 Seasons,"Comedy, Family, Kids","While Drake is laid back and goes with the flow, Josh lives strictly by the rules! But when Josh's dad and Drake's mom get married, these two totally opposite boys become stepbrothers!"
s2858,TV Show,Jersey Shore,,,United States,"October 6, 2015",2009,TV-14,6 Seasons,"Reality, Teen","Young adults move into a summer share to indulge in everything Seaside Heights, New Jersey has to offer. Jersey Shore uncovers sometimes surprising, often hilarious and usually over-the-top personalities."
s2859,TV Show,Key & Peele,,,United States,"October 6, 2015",2012,TV-14,5 Seasons,"Black Stories, Comedy, Sketch Comedy","Tired of watching just one comedian at a time? Get a pair. Catch sketch comedy masters and best friends Keegan-Michael Key and Jordan Peele for a half hour of irreverent wit, pop-culture impressions and escalating absurdity."
s2860,TV Show,K,,,Japan,"October 2, 2015",2012,TV-14,2 Seasons,"Action, Adventure, Anime","From GoHands, the studio that brought you the cyberpunk anime film series Mardock Scramble, and the enigmatic writers’ collective GoRA Project comes K, the newest original anime series of 2012. Set in a world where history has taken a slightly different course from the one we’re familiar with, K follows the story of a young boy whose life is caught in a psychic war between seven kings. Yashiro Isana, also known as Shiro, is wanted for a crime he has no recollection of committing. He finds himself being hunted by the groups HOMRA, led by Mikoto Suoh, “The Red King,” and SCEPTER 4, led by Reisi Munakata, “The Blue King.” While on the run, a young man named Kuroh Yatogami helps him. This fated encounter will change Shiro’s life forever."
s2861,Movie,(Sub) K MISSING KINGS,,,Japan,"October 1, 2015",2014,PG,74 min,"Action, Adventure, Anime","Ever since the School Island Incident, in which the four Kings were involved, the Silver Clansman, Kuroh Yatogami and Neko were on their search for their master Shiro."
s2862,TV Show,The Awesomes,,,United States,"September 8, 2015",2013,TV-14,3 Seasons,"Action, Adult Animation, Adventure","THE AWESOMES is an animated show for adults that combines the thrills of comic book storytelling with the hallmark irreverent and inspired comedy of co-creators Seth Meyers and Mike Shoemaker (Late Night with Seth Meyers). Showcasing the voice talents of current and past SNL stars, THE AWESOMES introduces a group of not-so-super heroes who just might find a way to save the world."
s2863,TV Show,ItaKiss,,,Japan,"August 20, 2015",2008,TV-G,1 Season,"Anime, Comedy","In the romantic comedy story, a high school girl named Kotoko finally tells a fellow senior named Naoki that she has loved him from afar since she saw him on their first day of high school. However, Naoki, a haughty ""super-ikemen"" (handsome male) with smarts and sports talent, rejects her offhand. Fate intervenes when a mild earthquake ruins Kotoko's family house. While the house gets rebuilt, Kotoko and her dad stay at the home of her dad's childhood friend...whose son is Naoki."
s2864,TV Show,The Hotwives of Las Vegas,,,United States,"August 18, 2015",2015,TV-14,1 Season,"Comedy, Sitcom","This on-going parody of one of the most popular franchises in reality television moves to Las Vegas and brings a new cast of characters to the city where dreams and fortunes are made every day, and crushed every day. We’ll meet a fresh batch of Hotwives – loving and clawing their way through Sin City with smiling faces because the Botox won't let them frown."
s2865,TV Show,Monster Musume: Everyday Life With Monster Girls,,,Japan,"August 7, 2015",2015,TV-MA,1 Season,"Anime, Comedy, Romance","Kurusu Kimihito is an ordinary guy with a monster-sized problem: Miia, the monster girl! Part snake and all woman, Miia is affectionate and not afraid to show it, and she’s Kimihito’s full-time responsibility thanks to a certain government exchange program. But just when it seems like Kimihito’s hands can’t get any fuller, monster women of all species begin to invade his home!"
s2866,TV Show,Ushio & Tora,,,Japan,"August 5, 2015",2015,TV-MA,1 Season,"Action, Adventure, Anime","One day, Ushio Aotsuki, a middle school student and the son of a temple keeper, discovers a basement hidden in his family’s shrine. He unknowingly releases demonic energy that attracts thousands of monsters, all hungry for human flesh. The demon imprisoned in the basement, Tora, makes an offer: He will help fight the monsters if Ushio removes the legendary Beast Spear that has kept him trapped in the basement for 500 years. Can Ushio trust Tora to keep his word?"
s2867,TV Show,Gate,,,Japan,"August 3, 2015",2015,TV-MA,1 Season,"Action, Adventure, Anime","A gate to another world appears in the middle of Tokyo’s Ginza District, and the citizens of Tokyo are attacked by cavalry, dragons, and demons. Itami, an otaku who was in the area to purchase his long-awaited doujinshi, becomes the accidental hero of the day and gets promoted to second lieutenant of the Self-Defense Force. Not long after, he’s sent on a mission through the gate into the other world with typical otaku-like expectations of what he’ll find there."
s2868,TV Show,Junjo Romantica,,,Japan,"July 22, 2015",2008,TV-MA,1 Season,"Anime, Drama, International","Misaki has a lot to worry about. He's trying to get into the prestigious Mitsuhashi University, though his grades are less than stellar. Also, his new tutor is the famous author Akihiko Usami, a moody, pushy man who's giving him some shockingly sexual advances. But the biggest problem of all is that Akihiko is using a pen name to write explicit boy's love novels starring himself and Misaki's brother!"
s2869,TV Show,Sky Wizards Academy,,,Japan,"July 22, 2015",2015,TV-MA,1 Season,"Action, Adventure, Anime","Once known as the ""Black Master Swordsman,"" Kanata Age is now considered a traitor and is assigned to lead an F-class of mismatched mages. It's too bad his three new students think he's a pervert."
s2870,TV Show,The Awesomes en Español,,,,"July 22, 2015",2013,TV-14,2 Seasons,"Adult Animation, Comedy, Latino",The Awesomes En Español es una serie animada para adultos que combina el suspenso de la narrativa de un comic con comedia inspirada e irreverente. Protagonizada por la voz del talentoso Eugenio Derbez (No Se Aceptan Devoluciones) y los mejores comediantes de México. The Awesomes En Español introducen a un equipo de no-tan-súper héroes que se las ingenian para salvar al mundo.
s2871,TV Show,Chaos Dragon,,,Japan,"July 20, 2015",2015,TV-MA,1 Season,"Action, Adventure, Anime","Chaos Dragon tells the story of two countries locked in a brutal war. When the constant fighting causes a guardian god known as Red Dragon to spiral out of control, it will be up to a small group of heroes to rise up and bring peace back to their world."
s2872,TV Show,Intruders,,,"United States, United Kingdom","July 18, 2015",2014,TV-MA,1 Season,"Drama, Horror, International","Based on Michael Marshall Smith's novel and written by Glen Morgan, Intruders is a paranormal thriller starring Mira Sorvino, John Simm, and James Frain about a secret society devoted to chasing immortality by seeking refuge in the bodies of others."
s2873,TV Show,Shimoneta: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,,,Japan,"July 18, 2015",2015,TV-MA,1 Season,"Action, Anime, Comedy","Lead by panty-masked Ayame, the SOX brigade is dedicated to spreading the good news of being lewd in a country where one tiny **** will have you serving hard time. Will you put your thrust in SOX?"
s2874,TV Show,Prison School,,,Japan,"July 17, 2015",2015,TV-MA,1 Season,"Anime, Comedy","Hachimitsu Academy, once an all-girls school, has finally become co-ed, and average teen Kiyoshi is one of five boys to enroll. But when he's caught peeping, Kiyoshi is sent to the schools prison, where his punishment is doled out with whips and chains!"
s2875,TV Show,NASA Television Documentaries,,,United States,"July 13, 2015",2015,,1 Season,"Documentaries, Science & Technology",NASA's Vision: To reach for new heights and reveal the unknown so that what we do and learn will benefit all humankind.
s2876,TV Show,GANGSTA.,,,Japan,"July 12, 2015",2015,TV-MA,1 Season,"Action, Adventure, Anime","Working independently, taking jobs from both the mafia and police, the charming Worick and super-powered Nicolas are unique Handy Men who navigate the seedy underworld of Ergastulum in style leaving a trail of chaos behind them."
s2877,TV Show,HAPPYish,,,,"July 6, 2015",2015,TV-MA,1 Season,Comedy,"Maybe, after 44 years on this ludicrous planet, settling for happyish is the best one can expect. Bitingly funny and raw, HAPPYish features a stellar cast led by Steve Coogan, Kathryn Hahn, and Bradley Whitford."
s2878,TV Show,The Borgias,,,,"July 6, 2015",2011,TV-MA,3 Seasons,"Crime, Drama, History","Oscar winner Jeremy Irons stars as the charismatic Rodrigo Borgia, the head of an infamous Renaissance-era Italian family who will let nothing and no one stand in the way of his relentless quest for power."
s2879,TV Show,The Green Room With Paul Provenza,,,,"July 6, 2015",2010,TV-MA,2 Seasons,Comedy,"Paul Provenza invites some of the biggest names in stand-up to sit down and try to beat each other to the punch line. Whether it's politics, race, sex or money, no topic is off limits in The Green Room."
s2880,Movie,The Colony,,,"Canada, United States","June 12, 2015",2013,94 min,,"Action, Adventure, Horror","Years ago, winter came and left. Survivors have tried to build a new society underground, but they soon learn the real danger is not from the ice and cold, but from their fellow survivors."
s2881,TV Show,Over the Garden Wall,,,United States,"June 7, 2015",2014,TV-PG,1 Season,"Adventure, Cartoons, Kids","Over the Garden Wall is Cartoon Network’s 1st animated mini-series event that tells the story of two brothers, Wirt and Greg, who find themselves lost in a strange forest. With the help of a bluebird named Beatrice, they must travel across this strange land in hope of finding their way home. Featuring the voices of Elijah Wood, Melanie Lynskey, Chris Isaak, Christopher Lloyd, and John Cleese."
s2882,TV Show,Whose Line Is It Anyway? (UK),,,United Kingdom,"June 4, 2015",1988,TV-PG,4 Seasons,"Comedy, International, Sketch Comedy","The original improvisation show, in which anything can and will happen."
s2883,TV Show,The Bravest Knight Who Ever Lived,,,,"May 28, 2015",2014,TV-Y7,1 Season,"Kids, LGBTQ+","Follow the story of Cedric, a young pumpkin farmer who wants nothing more than to become a courageous knight. After foiling a dastardly carriage thief, Cedric earns the chance to make his dream come true. When he sets out on his own adventure, Cedric must use his wits to save a prince and princess from a fierce dragon, and choose for himself what his happy ending should be. The Bravest Knight Who Ever Lived is a modern fairytale that proves that sometimes the bravest thing you can do is be yourself."
s2884,TV Show,Ben 10: Omniverse,,,United States,"May 17, 2015",2012,TV-Y7,8 Seasons,"Adventure, Cartoons, Kids","It’s an all-new series! With an all-new Omnitrix and new alien heroes. A quirky, new underground world full with intergalactic life. A new, partner named Rook, helping Ben save the world and bail him out of trouble. And a new Ben like you’ve never seen him – a little older but not always a little wiser. It’s going to be a wild ride!"
s2885,TV Show,Moone Boy,,,"United Kingdom, Ireland","May 13, 2015",2012,TV-14,3 Seasons,"Comedy, International","Childhood sucks. Imaginary friends rule. “Moone Boy” is a quirky comedy about 12-year-old Martin Moone and his bearded, sarcastic, imaginary friend Sean (Chris O’Dowd, “Bridesmaids”). Martin’s imaginary pal plays the banjo, writes bad love poetry, and helps Martin navigate the challenges of his eccentric childhood. This semi-autobiographical series, written by and starring O’Dowd, was a critical hit in the UK and is now exclusively on Hulu."
s2886,TV Show,My Love Story!!,,,Japan,"May 9, 2015",2015,TV-PG,1 Season,"Anime, Comedy, International","Takeo Goda is a big guy with a big heart, but his looks scare off the girls he likes! It doesn’t help that ladies love his attractive best friend, Makoto Sunakawa. Though, he doesn’t resent Sunakawa for this at all, and by high school, Takeo has accepted his fate. But his kindness earns him a chance at love when he saves a girl from being harassed on the train. Takeo finds himself falling for her, and he’s sure he doesn’t stand a chance, but anything can happen, especially in a love story!"
s2887,TV Show,Ben 10 (2005),,,United States,"May 1, 2015",2005,TV-Y7,4 Seasons,"Adventure, Cartoons, Kids","Now, with the Omnitrix, Ben can transform into any of 10 alien heroes – each with their own special powers. And Ben is going to need all the powers he can get if he is going to save the world from Vilgax and his evil alien forces."
s2888,Movie,Ben 10: Secret of the Omnitrix,,,,"May 1, 2015",2007,TV-Y7,71 min,"Action, Adventure, Family","In a battle with Animo, Ben in hero mode, doesn't listen to reason from Max and Gwen, and gets engulfed in a weird energy light. Little does Ben know that the ""self destruct"" function on the Omnitrix has just been initiated!"
s2889,TV Show,Foster's Home for Imaginary Friends,,,United States,"May 1, 2015",2004,TV-G,6 Seasons,"Cartoons, Kids","What happens when children outgrow their imaginary friends? They take them to Madame Foster’s Home for Imaginary Friends, a vast Victorian mansion with endless rooms and hundreds of thought-up playmates. Follow the adventures of eight-year-old Mac and his imaginary friend Bloo in world where imaginary friends actually come to life."
s2890,TV Show,Sons of Anarchy,,,United States,"April 25, 2015",2008,TV-MA,7 Seasons,"Action, Crime, Drama","Sons of Anarchy is an adrenalized drama with darkly comedic undertones about a notorious outlaw motorcycle club intent on protecting their sheltered small town against encroaching drug dealers, corporate developers and overzealous law officers. The club is equally determined to protect their ruthless and illegally thriving arms business. Charlie Hunnam stars as Jackson 'Jax' Teller, a man whose love for the brotherhood is tested by his growing apprehension for its lawlessness. Katey Sagal stars as Gemma Teller Morrow, Jax's force-of-nature mother, who along with Ron Perlman as Clarance 'Clay' Morrow, Jax's stepfather and MC president, have their own darker vision for the club. An FX Networks Original Series."
s2891,TV Show,Blood Blockade Battlefront,,,Japan,"April 18, 2015",2015,TV-MA,1 Season,"Action, Adventure, Anime","In Hellsalem's Lot, a city created by an intersection of worlds where New York City once stood, local crime fighting group Libra must bind together to defeat monsters, magic, and mayhem."
s2892,TV Show,Major Lazer,,,United States,"April 18, 2015",2015,TV-MA,1 Season,"Action, Adult Animation","Set in the future, the show revolves around Major Lazer, a Jamaican superhero who fights against the dystopian forces that have ruined society led by President Whitehall and General Rubbish. Major Lazer is assisted in his fight by President Whitehall's daughter Penny and hacker Blkmrkt."
s2893,TV Show,High School DxD,,,Japan,"April 15, 2015",2012,TV-MA,3 Seasons,"Anime, International, Science Fiction","After being killed by a fallen angel, Issei Hyodo is brought back to life by the gorgeous president of his high school's Occult Research Club, Rias Gremory, who turns out to be a high-ranking demon. With devilish new powers, Issei is bound to serve Rias."
s2894,TV Show,CSI: Crime Scene Investigation,,,"United States, Canada","April 7, 2015",2000,TV-14,16 Seasons,"Crime, Drama, Mystery","""CSI: Crime Scene Investigation"" is a fast-paced drama about a team of forensic investigators trained to solve crimes by examining the evidence. They are on the case 24/7, scouring the scene, collecting the irrefutable evidence and finding the missing pieces that will solve the mystery."
s2895,TV Show,CSI: Crime Scene Investigation (Español),,,,"April 7, 2015",2000,TV-14,16 Seasons,"Crime, Drama, Latino","Situado en las arenosas calles de Las Vegas, CSI rastrea la acción con un equipo de inteligente investigadores forenses."
s2896,TV Show,Parasyte: The Maxim,,,Japan,"March 6, 2015",2014,TV-MA,1 Season,"Anime, Horror, International","One night, a quiet invasion takes place. Across the world, alien beings, known as Parasytes, fall to earth and begin possessing humans one by one with the rest of humanity none the wiser. Shinichi Izumi is one such victim. But when his would-be invader fails to take over his brain, and takes root in his arm, Shinichi finds himself forced to share his body with a horrific creature that has a mind and an agenda all its own."
s2897,TV Show,Absolute Duo,,,Japan,"March 2, 2015",2015,TV-MA,1 Season,"Action, Adventure, Anime","After a traumatic accident takes his loved one, Thor enrolls Koryo Academy, a school where every student has a weapon that's their soul manifestation. Fueled by desire for revenge, Thor is dismayed to discover his soul is not a weapon... but a shield."
s2898,TV Show,Behind the Mask,,,United States,"February 26, 2015",2013,TV-14,2 Seasons,"Documentaries, Sports","""Behind the Mask"" dives into the colorful, unusual side of sports through the eyes of four mascots."
