Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,PetID,PhotoAmt,AdoptionSpeed
Dog,Pony: Huge GSD,120,German Shepherd Dog,,1,Black,Brown,,4,2,3,3,2,1,0,Selangor,c62a2a817,3,2
Cat,Mehri,24,Siamese,Tabby,2,Yellow,White,,2,1,1,1,1,1,0,Selangor,c82e4964c,5,3
Dog,Challis,17,Dalmatian,Mixed Breed,2,Black,White,,2,1,1,1,1,1,0,Kuala Lumpur,b854220cb,7,2
Dog,Varon,3,Mixed Breed,,1,Brown,White,,2,2,2,1,2,1,100,Selangor,e282d2bdf,3,2
Cat,Berrie,2,Domestic Medium Hair,Domestic Medium Hair,2,Gray,,,2,2,2,1,2,1,0,Kuala Lumpur,fbf954ea2,3,1
Dog,Jet Black,12,Mixed Breed,,1,Black,,,2,2,2,2,2,1,0,Selangor,ec496eb44,5,2
Dog,Siobhan,67,Poodle,,2,Brown,,,1,2,1,1,1,1,300,Kuala Lumpur,9fb186834,1,3
Dog,Unknown,12,Poodle,Poodle,2,Brown,Cream,,1,2,3,3,3,2,0,Pulau Pinang,7e6d7cbb3,1,2
Cat,Bopeng,6,Domestic Short Hair,,2,Yellow,White,,1,1,1,1,1,1,150,Selangor,6e06e37bc,2,3
Cat,Candy,2,Domestic Short Hair,,2,Black,Golden,Gray,1,1,2,1,2,1,30,Selangor,aa156faf0,1,2
Dog,Beauty Girl,2,Mixed Breed,,2,Black,Brown,,2,1,2,1,2,1,0,Pulau Pinang,29fd25bc8,3,2
Dog,Lucky,56,Shih Tzu,,1,Black,Brown,White,1,1,1,1,2,1,0,Kuala Lumpur,351d29156,2,1
Cat,Polkadot,6,Domestic Short Hair,,2,Black,White,,2,1,1,1,1,1,0,Kuala Lumpur,741524a39,3,2
Cat,Colorfull,12,Domestic Short Hair,,2,Black,Brown,Yellow,1,2,3,3,3,1,0,Kuala Lumpur,2e111f82d,2,4
Dog,Scotty,7,Mixed Breed,,1,Cream,White,,2,1,1,1,1,1,0,Selangor,b9d28a286,1,4
Cat,Nyanyaw,8,Domestic Short Hair,,1,Black,White,,1,1,2,2,3,1,0,Selangor,f7d121b3b,7,3
Dog,Peaches,24,Mixed Breed,Mixed Breed,1,Brown,,,2,1,1,1,1,1,0,Selangor,cdd815db9,5,4
Dog,Bailey,14,Mixed Breed,,2,Black,Brown,White,2,2,1,1,1,1,0,Kuala Lumpur,9b3e95995,11,3
Dog,Female Dog 2,24,Mixed Breed,Mixed Breed,2,Brown,,,2,2,2,1,2,1,0,Pulau Pinang,1635eac9a,3,4
Dog,Grumpy,36,Mixed Breed,Mixed Breed,2,Black,Brown,,2,2,1,1,1,1,30,Selangor,802a18435,3,4
Cat,,4,Domestic Short Hair,,2,Gray,,,2,1,2,2,2,1,0,Selangor,831505752,4,2
Dog,Doggie RSL1,2,Mixed Breed,,2,Black,Brown,,2,1,1,1,2,1,0,Kuala Lumpur,9761c645f,3,2
Cat,Rara,36,Domestic Medium Hair,,2,Black,Brown,Gray,2,2,1,1,1,1,0,Selangor,8d4cc2bf9,3,4
Dog,Sunny,2,Labrador Retriever,Mixed Breed,1,Brown,White,,2,2,2,2,2,1,0,Selangor,7a87da606,5,1
Cat,LION,3,Domestic Short Hair,,1,Yellow,,,2,1,2,1,2,1,50,Kuala Lumpur,67994352b,1,3
Cat,Baybee,1,Domestic Short Hair,,1,Brown,White,,1,1,2,2,2,1,0,Kuala Lumpur,3c03a9912,5,1
Dog,,24,Mixed Breed,,1,White,,,2,2,3,3,3,2,20,Melaka,c1aa4142d,2,4
Cat,Anne,4,American Curl,,2,Cream,White,,2,2,1,1,2,2,350,Selangor,0cb450c62,1,2
Dog,Pluto,2,Mixed Breed,German Shepherd Dog,2,Black,Brown,,2,2,1,1,1,1,0,Selangor,f7b533990,26,4
Cat,MJ,3,Domestic Short Hair,,1,Black,White,,2,1,1,1,2,1,0,Kuala Lumpur,b6f1e40a5,14,3
Dog,Diana,1,Labrador Retriever,,2,Black,Yellow,White,2,1,2,2,2,1,0,Kedah,2204729ca,1,1
Dog,ANNA,3,Mixed Breed,,2,Black,Brown,White,2,1,2,2,2,1,0,Selangor,af6364af9,7,3
Cat,Blacky,3,Domestic Short Hair,,2,Black,,,2,1,2,1,2,1,0,Selangor,d20a375dd,3,1
Dog,HAPPY (é»ç®),68,Rottweiler,Mixed Breed,1,Black,Brown,,3,1,1,1,2,1,0,Perak,e8dc8fa13,6,2
Dog,Jane,4,Mixed Breed,Mixed Breed,2,Brown,,,2,2,1,1,2,1,0,Selangor,e653e3c51,4,3
Cat,Jennifer's Kitten 3,4,Domestic Medium Hair,,2,Gray,White,,2,2,3,3,2,1,50,Selangor,a062234cb,1,4
Dog,Octo,24,Mixed Breed,,1,Black,Brown,White,2,1,1,1,1,1,0,Kuala Lumpur,fdbc1c567,1,2
Cat,KC,51,Persian,Maine Coon,2,Brown,Gray,White,2,3,1,1,1,1,0,Johor,caf56c307,3,1
Dog,Flippo,4,Mixed Breed,,2,Black,Brown,,1,1,2,1,2,1,0,Selangor,3d751fe45,2,4
Cat,Nyett,17,British Shorthair,Domestic Short Hair,1,Black,Brown,,2,1,1,1,1,1,0,Selangor,6aff78ff8,1,2
Dog,CNY6,1,Mixed Breed,Mixed Breed,2,Brown,White,,2,2,2,1,2,1,0,Selangor,351d1e748,3,1
Dog,VV,4,Mixed Breed,,2,Cream,,,2,1,1,1,2,1,0,Selangor,8f1b39562,6,3
Dog,Musang King,3,Mixed Breed,,1,Brown,,,2,2,2,2,2,1,0,Selangor,e4460cb03,5,1
Dog,He Was ...thank You All...,1,Jack Russell Terrier,Beagle,1,Brown,,,2,2,3,3,3,1,0,Johor,0753ad1cd,11,1
Dog,Peanut,2,Mixed Breed,,2,Brown,,,1,1,1,1,2,1,0,Kuala Lumpur,eb6c84ec0,5,3
Cat,Tyger,2,Domestic Short Hair,Torbie,2,Brown,Yellow,Gray,2,2,2,1,2,1,15,Kuala Lumpur,5884b684d,3,1
Cat,BabyTommy,3,Tabby,,1,Black,Gray,,2,1,2,1,2,1,0,Selangor,0697d76d2,3,1
Cat,Sugar,5,Calico,Domestic Medium Hair,2,Golden,Gray,White,2,2,2,2,2,1,0,Kuala Lumpur,5452fea14,1,4
Dog,Baby,2,Mixed Breed,,2,Brown,,,2,1,2,1,2,1,0,Pulau Pinang,33826a08a,3,3
Dog,Momo,62,Shih Tzu,,1,Black,Brown,White,2,1,1,1,2,1,0,Selangor,ec0fd1a7e,2,2
Dog,FOUND IN BU Up For Adoption,12,Golden Retriever,,1,Golden,,,3,2,3,3,2,1,0,Selangor,330943a7e,2,2
Dog,Ah Boy,60,Cocker Spaniel,,1,Cream,,,2,3,1,1,1,1,350,Johor,c1ed602f2,3,3
Dog,Lily,3,Border Collie,,2,Black,White,,2,1,2,2,2,1,0,Selangor,fc6976a96,5,3
Dog,Golden Retriever,36,Golden Retriever,,1,Golden,,,2,2,1,1,1,1,0,Kuala Lumpur,ee0e059cb,5,2
Cat,Mimi (Nugget),2,Domestic Medium Hair,,2,Cream,White,,2,2,1,1,2,1,0,Selangor,06fb72c12,7,3
Dog,Ebony,1,Mixed Breed,,2,Black,,,2,1,2,2,2,1,0,Negeri Sembilan,44bc5f67c,1,1
Dog,Dynotoop,2,Mixed Breed,Mixed Breed,1,Black,Brown,White,3,2,2,1,2,2,0,Selangor,0256cac2b,1,4
Dog,FiFi.,6,Mixed Breed,,1,Black,White,,2,2,1,1,3,1,0,Kuala Lumpur,239326fd2,1,4
Dog,Jaws,12,Mixed Breed,,2,Black,Brown,,2,2,2,2,3,1,0,Selangor,6276a846c,4,2
Cat,Annie,4,Domestic Short Hair,,2,Golden,White,,1,1,1,1,2,1,0,Selangor,d5d4b6f13,1,1
Dog,Darly,2,Mixed Breed,,2,Black,White,,2,1,2,1,2,1,0,Selangor,870e7158b,3,2
Dog,Found Shihtzhu,24,Shih Tzu,Shih Tzu,2,Brown,White,,1,3,3,3,3,2,0,Kuala Lumpur,3983e7c06,1,2
Dog,Mambo,12,Terrier,,2,Gray,,,2,3,3,3,2,1,0,Selangor,f1e99433d,3,2
Cat,Tilly,4,Domestic Medium Hair,,2,Brown,Golden,Yellow,2,2,2,2,2,1,0,Selangor,c8264b581,1,3
Dog,Milky,2,Mixed Breed,,2,Brown,,,2,1,1,1,2,1,0,Selangor,01c3c09df,4,3
Dog,Bessy,24,Miniature Pinscher,,2,Brown,,,1,1,3,3,3,1,0,Selangor,6b446b436,8,2
Cat,Tabby,1,Domestic Medium Hair,,1,Golden,White,,1,2,2,2,2,1,0,Selangor,7af4cab5e,7,3
Cat,Mimi Mouse-LOVELYMANJA Black Calico,4,Domestic Short Hair,Calico,2,Black,Brown,Golden,2,2,2,1,2,1,0,Kuala Lumpur,6acd97990,1,3
Dog,Prince,4,Mixed Breed,Mixed Breed,1,Cream,White,,2,1,1,1,2,1,0,Kuala Lumpur,e32c29f03,5,2
Dog,Female No 5,2,Mixed Breed,,2,Brown,,,2,2,2,1,2,1,0,Selangor,4eb9088a2,1,3
Dog,Fluffy,3,Mixed Breed,,2,Brown,,,2,2,2,2,2,1,0,Selangor,74ca92e79,8,2
Dog,Abby,48,Spitz,Mixed Breed,2,Black,Brown,Cream,2,2,1,1,3,1,0,Selangor,08f40f232,3,1
Cat,Chika,6,Domestic Short Hair,,2,Black,White,,1,1,2,1,2,1,0,Perak,52f439e65,5,4
Cat,No Name,2,Domestic Short Hair,,1,Black,Gray,,1,1,2,2,2,1,0,Selangor,90bfb8cb2,2,0
Dog,Baby Teddy,1,Mixed Breed,Mixed Breed,1,Brown,,,2,1,2,1,2,1,0,Selangor,1f33216f7,1,2
Dog,Shadowz,2,Labrador Retriever,Mixed Breed,2,Black,,,3,2,2,2,2,1,0,Selangor,ef4059fae,2,3
Dog,Goldie 2015,3,Labrador Retriever,Mixed Breed,2,Black,Brown,Golden,3,1,2,2,2,1,0,Kedah,ef7c5813c,6,2
Cat,D Beauty,3,Domestic Medium Hair,,2,Brown,Cream,,2,2,1,1,2,1,300,Selangor,4e1033fe2,5,1
Dog,Wynna,2,Mixed Breed,,2,Black,Brown,White,2,2,1,1,2,1,0,Selangor,fd48a560c,3,3
Dog,Ninja,2,Mixed Breed,,2,Black,Brown,,2,1,3,3,2,1,0,Selangor,210b8d077,2,3
Cat,Ah Bu,80,Domestic Medium Hair,,2,Brown,Gray,White,2,2,1,1,1,1,0,Selangor,91b088719,2,4
Dog,Russel,2,Mixed Breed,,1,Cream,,,2,2,1,1,2,1,0,Selangor,96462a567,3,2
Cat,Polka,4,Domestic Short Hair,,2,Black,Yellow,White,2,1,2,1,2,1,0,Selangor,71be09737,4,4
Dog,Lena,7,Mixed Breed,,2,Cream,White,,2,1,1,1,1,1,0,Selangor,146aa46b3,4,3
Cat,Snowball,4,Domestic Short Hair,,1,White,,,1,1,3,3,3,1,0,Kuala Lumpur,dff390828,2,1
Dog,Bongo (need Caretaker),36,Mixed Breed,,1,Black,Brown,,2,1,2,2,2,2,0,Selangor,5f5d44f43,3,3
Cat,Miu Miu,3,Domestic Short Hair,,2,Black,Gray,White,2,1,1,1,3,1,0,Negeri Sembilan,3c1370c6a,7,1
Dog,Charmaine,2,Mixed Breed,,2,Black,,,2,1,2,2,2,1,20,Pulau Pinang,1930bcf64,1,2
Cat,Elroy,36,Domestic Medium Hair,,1,White,,,2,2,3,1,1,1,0,Kuala Lumpur,f14c5a335,1,4
Dog,Fluffy,4,Mixed Breed,,2,Cream,,,2,2,3,3,2,1,0,Selangor,428fd4ef7,2,2
Dog,Jake,4,Mixed Breed,,1,White,,,2,1,1,1,2,1,0,Selangor,ef8d291b0,1,1
Dog,Cherry Girl,18,Mixed Breed,,2,Yellow,Cream,,2,1,1,1,1,1,0,Selangor,5597af31b,2,4
Dog,Goofy,12,Mixed Breed,,1,Black,Brown,White,3,2,1,1,1,1,0,Kuala Lumpur,52ec30101,5,4
Dog,,2,Mixed Breed,,2,Black,Brown,White,3,1,1,1,2,1,50,Selangor,9ee7776db,5,2
Cat,Smokie,1,Domestic Medium Hair,Domestic Short Hair,2,Black,Cream,White,2,2,2,2,2,1,0,Pulau Pinang,756025f7c,5,2
Dog,Xiao Hua,2,Mixed Breed,,1,Black,Yellow,,3,1,2,2,2,1,0,Perak,14dcf6ec8,5,3
Dog,Bebe,12,Mixed Breed,,2,Brown,Yellow,,1,1,1,1,1,1,0,Kuala Lumpur,8db729086,8,4
Cat,Lily,3,Domestic Short Hair,,2,Black,,,1,1,2,2,2,1,0,Negeri Sembilan,ada465227,1,4
Dog,Rocky,12,Mixed Breed,,1,Black,Brown,,2,1,2,2,2,1,0,Selangor,58bfbd845,13,3
Dog,John,22,Mixed Breed,,1,Brown,Cream,,2,1,1,3,1,1,0,Perak,109d21b69,6,2
Dog,Sam,5,Mixed Breed,,1,Brown,White,,2,2,1,1,2,1,0,Pulau Pinang,b28bc9e65,3,3
Dog,Teresa,24,Mixed Breed,,2,Black,Yellow,White,2,1,1,1,1,1,0,Selangor,863947277,3,3
Dog,Oprah,24,Labrador Retriever,,2,Black,,,3,2,1,1,3,1,300,Selangor,2ac3ca459,1,3
Dog,Bubble 01,1,Mixed Breed,,2,Brown,,,2,1,2,2,2,1,0,Perak,a3740bea8,6,3
Dog,Jojo,54,Spitz,,1,Black,Brown,White,2,3,1,1,1,1,150,Selangor,cc628c147,8,0
Dog,Toto,36,Poodle,,1,Cream,,,1,2,1,3,1,1,200,Kuala Lumpur,0c47e700c,3,1
Dog,Lola,1,Mixed Breed,Mixed Breed,2,Black,White,,2,1,2,3,2,1,0,Selangor,76017363e,1,2
Dog,Healthy,2,Mixed Breed,,1,Black,,,2,1,2,1,2,1,0,Selangor,8de1c1ca1,4,4
Dog,Lucky,1,Mixed Breed,,1,Black,,,2,2,2,1,2,1,0,Selangor,c432261a7,4,1
Dog,M1,2,Mixed Breed,Mixed Breed,1,Brown,,,2,2,2,1,2,1,0,Selangor,df9cc49a1,7,3
Cat,XiaoHu Bai(Tiger),6,Domestic Medium Hair,,1,Yellow,White,,2,2,1,1,2,1,0,Kuala Lumpur,6264e2ffa,4,4
Cat,,24,Tortoiseshell,Persian,2,Black,Brown,Golden,2,3,3,2,3,1,0,Selangor,9fd0556db,1,2
Cat,Domot,4,Domestic Short Hair,,2,Black,Gray,,1,1,3,3,3,2,0,Selangor,199da9e42,4,4
Dog,Benli,2,Mixed Breed,,1,Black,Brown,,2,1,1,1,2,1,0,Selangor,0ff50cbd5,4,3
Cat,Baby Babie,3,Tabby,,1,Black,Gray,,2,1,2,1,2,1,0,Selangor,21260b18f,4,1
Cat,Ellie,24,Persian,,2,Black,Brown,,2,3,1,1,3,1,350,Selangor,269d8414a,13,3
Dog,,1,Mixed Breed,,2,Black,Brown,White,2,1,2,2,2,1,0,Selangor,dd4f3b8a8,2,4
Cat,Pink,1,Domestic Long Hair,,1,Black,,,3,3,2,2,2,1,125,Selangor,ff4b9b3b4,4,2
Cat,Toothless,1,Bombay,,1,Black,,,1,2,2,2,3,1,0,Kuala Lumpur,90983a905,3,2
Dog,Blacky,3,Mixed Breed,,2,Black,,,2,1,1,1,2,1,0,Selangor,9d70a0499,1,3
Dog,Johnny,8,Mixed Breed,,1,Brown,,,3,1,1,1,2,1,0,Selangor,4a2270c3e,5,3
Cat,Cool Boy (British Shorthair),2,British Shorthair,Domestic Short Hair,1,Golden,White,,2,1,2,1,2,1,100,Selangor,1d4574c90,5,1
Cat,Kitty,1,Domestic Medium Hair,,1,Cream,White,,2,2,2,2,3,1,0,Selangor,b8215b5e3,3,3
Cat,Nova,4,Domestic Short Hair,Domestic Short Hair,1,White,,,2,1,1,1,2,1,0,Selangor,4836bf864,4,2
Cat,Grumpy,1,American Shorthair,,2,Black,Brown,Cream,2,1,2,2,2,1,0,Kuala Lumpur,8bd82188f,7,1
Cat,Kanna Boy,5,Domestic Medium Hair,,1,Yellow,White,,2,2,2,2,2,1,0,Kuala Lumpur,a6e2258f0,5,1
Cat,DARLIE,3,Domestic Short Hair,,2,Black,,,2,2,2,1,2,1,0,Kuala Lumpur,10ba7efac,29,3
Dog,Spitz Pup 2,1,Spitz,Mixed Breed,1,Black,White,,2,2,2,2,2,1,0,Kuala Lumpur,d76e9dedd,13,1
Dog,Paris,2,Mixed Breed,,2,Brown,,,2,2,2,1,2,2,0,Selangor,d1f80f7d1,1,4
Dog,Jake Boy,2,Mixed Breed,Mixed Breed,1,Black,Brown,White,2,2,1,1,2,1,0,Selangor,1d4adbcc2,1,3
Dog,Chester Boy,11,Mixed Breed,,1,Brown,White,,2,1,1,1,1,1,150,Selangor,7986a1870,4,2
Cat,Snow White Boy (Mix Persian),4,Persian,Domestic Medium Hair,1,White,,,3,3,2,1,2,1,150,Selangor,9f8c97661,4,1
Cat,CocoSpot,12,Domestic Short Hair,,2,Brown,White,,1,1,1,1,1,1,0,Kuala Lumpur,a9ec75efb,5,4
Cat,Sandy,4,Domestic Short Hair,,1,Brown,,,2,1,1,1,2,3,0,Selangor,9b6b350c8,2,4
Cat,Meow Meow,5,American Shorthair,Domestic Short Hair,2,Golden,,,2,1,1,1,3,1,0,Pulau Pinang,aa3ee9d0b,5,1
Dog,Ebay,60,Labrador Retriever,Mixed Breed,1,Black,Brown,,2,2,2,2,2,1,0,Kedah,15538a661,4,4
Dog,"Posie, The Super Posery",6,Mixed Breed,,2,Black,Brown,,2,1,1,1,2,1,0,Selangor,6bb85e53d,4,2
Dog,Mick,3,Mixed Breed,,1,Black,Brown,,2,1,2,2,2,1,0,Selangor,7a1f83080,5,2
Cat,Lala,2,Domestic Short Hair,,2,Black,Gray,White,1,1,2,1,2,1,0,Selangor,752c2658d,1,2
Dog,è¥è¥,6,Mixed Breed,Mixed Breed,2,Brown,,,2,1,2,2,2,1,50,Selangor,bbaa4a431,1,4
Cat,Kenji,3,Siberian,Domestic Medium Hair,1,Golden,Gray,White,1,3,2,2,2,1,200,Selangor,d6e52b75b,12,1
Cat,Baby,2,Domestic Medium Hair,,1,Brown,White,,1,2,2,2,2,1,0,Selangor,c80041cdf,7,1
Cat,V6,3,Domestic Short Hair,,2,Black,,,2,2,2,2,2,1,0,Selangor,7af09e92f,1,4
Cat,Kenek,1,Domestic Short Hair,,1,Golden,Yellow,White,1,1,2,2,2,1,0,Selangor,91288ac35,2,4
Dog,FLUFFY-CHUB,3,Mixed Breed,,2,Brown,White,,2,2,2,2,2,1,0,Pulau Pinang,ffb33c204,3,2
Cat,Agnes,28,Persian,,2,Yellow,,,2,3,1,1,2,1,50,Selangor,9ca400496,2,2
Cat,Abby Abigail,3,Tortoiseshell,Domestic Short Hair,2,Black,Golden,Cream,2,2,1,1,2,1,0,Selangor,4c1adfa96,5,2
Dog,Bell Boy,12,Dachshund,Mixed Breed,2,Golden,Yellow,,1,1,3,3,3,1,0,Kuala Lumpur,ad6992c20,5,2
Cat,Haven't Name Yet,4,Domestic Medium Hair,,2,Yellow,White,,1,1,2,1,2,1,0,Kuala Lumpur,1f2d73626,5,4
Cat,Sugar,10,Somali,,2,Gray,,,2,2,1,1,1,1,50,Kuala Lumpur,528115548,1,2
Cat,Clyde,4,Domestic Short Hair,,1,Brown,,,2,1,2,1,1,1,0,Selangor,cb8cce181,2,2
Cat,Lincy,2,Domestic Short Hair,,2,Brown,Gray,,1,1,2,1,1,1,0,Kuala Lumpur,c41283409,4,2
Dog,Snowball,96,Poodle,Maltese,2,White,,,1,2,1,1,3,1,0,Selangor,4c0de1708,2,2
Dog,Max,9,Mixed Breed,,2,Black,Brown,,2,1,1,1,1,1,0,Selangor,f5de721c8,2,3
Dog,Apollo,2,Mixed Breed,,1,Brown,,,2,1,2,2,2,1,0,Selangor,fe2cc3feb,3,2
Dog,Lola,2,Terrier,Mixed Breed,2,Black,Brown,White,2,1,2,2,2,1,0,Selangor,24e800fa6,5,2
Cat,Kitty,4,Domestic Short Hair,,1,Brown,Gray,,1,1,2,2,2,1,0,Selangor,4501c8125,4,1
Dog,,2,Mixed Breed,,1,White,,,2,1,1,2,2,1,0,Selangor,02cf14499,1,2
Dog,Mimi,60,Mixed Breed,,2,Brown,,,2,2,1,1,3,1,0,Selangor,521e214ec,2,4
Dog,Rooney,96,Golden Retriever,,1,Golden,,,2,2,1,1,2,1,0,Selangor,edd25890d,2,2
Dog,Chip,1,Mixed Breed,Mixed Breed,2,Black,Brown,,2,2,3,3,3,1,0,Kuala Lumpur,3d9b4bdc1,4,2
Cat,Andrew,54,Domestic Medium Hair,,1,Black,Gray,White,2,2,1,1,1,1,0,Selangor,7dcd7351d,5,2
Cat,Mikey,1,Domestic Medium Hair,,1,Black,Gray,White,2,2,2,2,2,1,0,Selangor,1976719f7,8,1
Dog,,1,Mixed Breed,,1,Black,White,,1,1,2,2,2,1,0,Selangor,a1eb5f685,1,1
Cat,Sweetheart Of A Kitten Needs A Home,4,Domestic Medium Hair,,2,Black,White,,2,2,1,1,1,1,0,Selangor,7a496733d,2,3
Cat,Ringo,12,Domestic Short Hair,,1,Brown,Gray,White,2,1,1,1,1,1,0,Kuala Lumpur,76495d7f4,3,4
Dog,Lil Daisy,2,Mixed Breed,,2,Brown,White,,2,1,2,1,2,1,0,Selangor,89792afe0,5,4
Cat,Lucy,1,Domestic Short Hair,Siamese,2,Brown,Cream,,2,1,2,1,2,1,0,Kuala Lumpur,62bf39bdf,2,1
Cat,Kontot,4,Domestic Short Hair,,2,White,,,1,1,2,1,2,1,0,Kuala Lumpur,e925bdf02,4,2
Cat,A Kitten For Good Home.,2,Domestic Short Hair,,2,Gray,White,,1,1,3,3,3,1,0,Selangor,d87bad8d9,5,1
Dog,Kellie,4,Mixed Breed,Mixed Breed,2,Brown,,,2,1,1,1,2,1,0,Selangor,c7f20f68c,4,3
Dog,Yoyo With 3C (Calm Cute & Charming),4,Golden Retriever,Mixed Breed,2,Golden,,,3,2,1,3,3,1,0,Selangor,784ec5ba3,1,2
Cat,Good Girl ðð POLAR,12,Domestic Short Hair,,2,Gray,White,,2,1,1,1,1,1,0,Selangor,b560efa40,15,4
Cat,CHANNING TATUM,5,Domestic Short Hair,Ragdoll,2,Golden,Cream,,2,1,2,1,2,1,0,Kuala Lumpur,6668ff629,4,4
Dog,GoGo,48,Poodle,,1,Cream,,,1,1,1,1,1,1,0,Perak,65de38d1d,1,2
Dog,Max,48,Pit Bull Terrier,,1,Brown,White,,3,1,1,1,1,1,350,Selangor,117059fe3,5,4
Dog,Miko,7,Mixed Breed,Beagle,1,Cream,White,,2,1,1,1,1,1,0,Perak,ac813296c,8,3
Cat,Mary,10,Domestic Long Hair,,2,Black,,,2,3,1,1,1,1,200,Kuala Lumpur,7cd6556bc,1,4
Dog,Ranger (for Now),2,Mixed Breed,,2,Black,Brown,,1,1,3,3,2,1,0,Selangor,e456bf863,3,4
Cat,Katie,1,Domestic Short Hair,,2,Black,Brown,White,1,1,2,2,2,1,10,Selangor,7f432329f,4,1
Cat,Ding Ding,10,Domestic Short Hair,,2,Gray,White,,2,1,2,2,2,1,0,Selangor,8fd0d7864,4,2
Dog,Yoyo,60,Yorkshire Terrier Yorkie,,2,Black,Brown,,1,3,1,1,1,1,280,Selangor,6b10d4880,2,2
Cat,Sherlock,36,Tabby,,1,Black,Brown,White,3,2,1,1,1,1,0,Kuala Lumpur,3d0b85658,5,3
Dog,Gaga,2,Labrador Retriever,Mixed Breed,2,Black,Golden,White,3,1,2,2,2,1,0,Kedah,67839e63d,5,2
Dog,Carmen,12,Mixed Breed,,2,Brown,,,2,1,1,1,1,1,0,Kuala Lumpur,77014fe37,14,4
Cat,On-chan,7,Domestic Short Hair,,1,Black,White,,2,1,1,1,2,1,0,Johor,467bd5bc8,5,2
Dog,Ngah Ngah,2,Mixed Breed,,2,Black,,,2,1,1,1,2,1,0,Selangor,8f1105e2a,4,4
Cat,Ginki,1,Domestic Short Hair,,2,Black,Gray,White,2,1,2,1,2,1,0,Selangor,3bb43df82,16,3
Cat,Omen,4,Burmese,,1,Black,,,1,2,2,1,1,1,0,Selangor,b47ab81c9,1,3
Dog,,2,Mixed Breed,,2,Black,Brown,,2,1,2,1,2,1,0,Perak,55247ed35,1,4
Dog,Mr Potato,8,Mixed Breed,Husky,1,Black,Brown,Golden,2,2,1,1,1,1,150,Kuala Lumpur,6220663ba,11,4
Dog,,2,Mixed Breed,,1,Black,,,2,2,3,1,2,1,0,Kuala Lumpur,b5486d844,1,3
Dog,Jessie,3,Labrador Retriever,Mixed Breed,2,White,,,2,2,3,3,3,1,0,Selangor,48a2123f4,1,2
Dog,,3,Mixed Breed,,1,Brown,Yellow,White,2,2,3,3,3,1,50,Johor,d6ff1af86,1,4
Cat,Lemonade,24,Domestic Long Hair,Bobtail,2,Golden,Cream,White,2,3,2,2,1,1,0,Kuala Lumpur,27eedd440,5,4
Cat,Momo,1,Domestic Short Hair,,2,Black,Brown,Golden,2,1,2,2,2,1,0,Selangor,24dbfaf39,18,2
Dog,Buttons,1,Mixed Breed,Terrier,2,Black,Brown,Cream,2,1,2,1,2,1,0,Selangor,d76134f00,2,2
Dog,Kash,2,Mixed Breed,,1,Black,Brown,,2,2,2,1,2,1,5,Selangor,48594b089,2,1
Dog,Sweet Lollipop,24,Mixed Breed,,2,Brown,,,2,1,1,1,1,1,0,Selangor,53f434ae8,17,4
Dog,Lotus - Golden Retriever Mixed,5,Golden Retriever,Mixed Breed,2,Cream,White,,2,2,1,1,2,1,0,Selangor,e1a2d9477,11,3
Cat,GG,4,Domestic Short Hair,,2,Gray,White,,1,1,2,1,2,1,0,Selangor,708d4eb55,9,2
Cat,Lucky,2,Domestic Short Hair,,2,Black,White,,2,2,2,1,2,1,0,Johor,aba84d40f,3,1
Cat,Snowy,4,Persian,Domestic Short Hair,1,Cream,White,,1,1,1,1,2,1,250,Selangor,40b64aa21,4,1
Cat,Jackie,8,Domestic Short Hair,,2,Black,Brown,White,1,1,2,2,2,1,0,Selangor,630fe24e7,5,4
Cat,Aniki,5,Tabby,Domestic Short Hair,1,Yellow,White,,2,1,2,1,2,1,0,Selangor,7321cbf99,3,2
Cat,Hana-chan & Yutsu,1,Tabby,,1,Brown,Yellow,,1,1,2,2,2,1,0,Selangor,5ad497d30,5,2
Dog,Black Puppy,9,Mixed Breed,,2,Black,,,3,2,3,3,3,1,0,Selangor,9deb1340f,1,1
Cat,Cotton Candy Aka Putih,15,Domestic Short Hair,,2,White,,,2,1,1,1,1,1,0,Selangor,77544cbd4,5,1
Cat,Meow,3,Domestic Short Hair,,2,Gray,White,,1,1,2,2,2,1,0,Selangor,fa8cdf62e,2,1
Cat,CCC Family,2,Domestic Short Hair,,2,Black,Brown,White,2,1,2,1,1,1,0,Selangor,6a6e8e4eb,5,2
Dog,Manny,3,Mixed Breed,,1,Cream,,,2,1,1,1,2,1,50,Selangor,a90161422,2,4
Cat,Jaguar,6,Domestic Short Hair,,1,Black,,,2,1,1,1,2,1,0,Selangor,9ba05432d,1,4
Dog,K-31 Fantastic Mr. Fox :),12,Mixed Breed,,1,Golden,,,2,2,1,1,3,1,0,Kuala Lumpur,67af2d880,3,4
Cat,Blackie,2,Domestic Long Hair,Domestic Medium Hair,1,Black,Brown,Gray,2,2,2,1,2,1,50,Selangor,4e76c15d3,7,3
Cat,KFC Boy,1,Domestic Medium Hair,,1,Golden,Cream,,2,2,2,1,2,1,50,Selangor,6f2ddae0d,8,2
Dog,Anya,2,Mixed Breed,,2,Golden,White,,2,1,2,1,2,1,0,Selangor,1e45f7387,3,2
Dog,Horlicks,2,Mixed Breed,,1,Brown,White,,2,1,2,1,2,1,0,Johor,662564431,3,1
