programa,orden_preferencia,jornada,nota_formacion_previa,nota_admision,moroso,arancel_al_dia,beca,edad_ingreso,desempleo,inflacion,crecimiento_pib,asignaturas_convalidadas,asignaturas_inscritas,evaluaciones_realizadas,asignaturas_aprobadas,promedio_notas,asignaturas_sin_evaluacion,resultado
Administración,1,diurna,133.1,121.5,0,1,0,31,7.6,2.6,0.32,13,15,17,13,11.615384615384617,0,abandono
Servicio social,1,diurna,138.0,134.2,0,1,1,18,11.1,0.6,2.02,0,6,6,6,15.166666666666666,0,graduado
Administración,1,diurna,130.0,130.0,0,1,0,35,11.1,0.6,2.02,0,5,5,0,0.0,0,abandono
Enfermería veterinaria,1,diurna,127.0,122.8,0,1,0,19,12.7,3.7,-1.7,0,5,10,2,14.5,1,continua_matriculado
Servicio social,1,diurna,115.0,108.7,0,1,1,19,15.5,2.8,-4.06,0,6,9,5,10.8,0,graduado
Enfermería,2,diurna,147.0,136.7,0,1,0,18,11.1,0.6,2.02,0,7,7,7,13.995714285714287,0,graduado
Enfermería veterinaria,1,diurna,132.0,119.1,0,1,0,20,12.4,0.5,1.79,0,6,8,6,13.285714285714286,0,graduado
Diseño de animación y multimedia,4,diurna,146.0,151.3,0,1,1,19,8.9,1.4,3.51,6,12,12,12,12.75,0,graduado
Servicio social,1,diurna,109.0,108.3,0,1,1,21,10.8,1.4,1.74,0,6,15,2,10.5,0,continua_matriculado
Educación básica,1,diurna,133.0,127.4,1,1,1,18,16.2,0.3,-0.92,0,7,7,7,12.714285714285714,0,graduado
Enfermería,1,diurna,124.0,124.0,0,1,0,23,9.4,-0.8,-3.12,0,8,8,8,12.88625,0,graduado
Diseño de comunicación,1,diurna,133.1,155.0,0,1,1,21,16.2,0.3,-0.92,0,6,7,5,13.0,0,graduado
Administración,1,diurna,121.0,114.0,0,1,1,19,11.1,0.6,2.02,0,5,7,5,12.2,0,graduado
Administración,2,diurna,129.0,118.9,0,1,0,19,10.8,1.4,1.74,0,5,8,4,12.8,0,continua_matriculado
Enfermería veterinaria,1,diurna,160.0,160.0,0,1,0,20,8.9,1.4,3.51,7,11,15,11,13.785714285714286,0,graduado
Administración,1,diurna,131.0,126.1,0,1,0,18,16.2,0.3,-0.92,0,5,5,0,0.0,0,continua_matriculado
Enfermería,1,diurna,150.0,136.5,0,1,1,18,9.4,-0.8,-3.12,0,8,8,8,14.50125,0,graduado
Enfermería,5,diurna,130.0,122.3,0,1,0,19,7.6,2.6,0.32,0,7,7,6,14.35,0,graduado
Diseño de comunicación,1,diurna,133.1,128.0,0,1,1,21,9.4,-0.8,-3.12,0,6,6,6,11.5,0,graduado
Servicio social,1,diurna,154.0,156.5,0,1,1,18,12.7,3.7,-1.7,0,6,8,6,11.714285714285714,0,graduado
Gestión de publicidad y marketing,1,diurna,126.0,125.7,0,1,0,20,15.5,2.8,-4.06,0,6,9,6,13.571428571428571,0,continua_matriculado
Periodismo y comunicación,1,diurna,150.0,143.0,0,1,0,18,12.7,3.7,-1.7,0,6,6,5,13.0,0,graduado
Enfermería,5,diurna,141.0,131.9,0,1,1,18,15.5,2.8,-4.06,0,7,8,7,13.56875,0,graduado
Administración,1,vespertina,134.0,113.7,0,1,0,32,9.4,-0.8,-3.12,1,5,5,5,10.2,0,continua_matriculado
Diseño de animación y multimedia,2,diurna,146.0,155.1,0,1,0,18,13.9,-0.3,0.79,0,0,0,0,0.0,0,graduado
Educación básica,3,diurna,134.0,121.1,0,1,0,19,10.8,1.4,1.74,0,6,8,5,12.2,0,continua_matriculado
Enfermería,3,diurna,139.0,130.3,0,1,1,18,9.4,-0.8,-3.12,0,8,8,8,14.15375,0,graduado
Enfermería,6,diurna,136.0,123.3,0,0,0,18,9.4,-0.8,-3.12,0,8,8,0,0.0,8,abandono
Periodismo y comunicación,5,diurna,110.0,117.4,0,1,0,20,11.1,0.6,2.02,0,6,7,6,13.833333333333334,0,graduado
Gestión de publicidad y marketing,1,diurna,135.0,140.3,0,1,0,19,12.4,0.5,1.79,0,6,7,6,13.428571428571429,0,continua_matriculado
Enfermería,4,diurna,129.0,120.0,0,1,0,19,10.8,1.4,1.74,0,8,8,7,12.454285714285716,0,graduado
Administración,1,diurna,139.0,133.4,0,1,0,18,9.4,-0.8,-3.12,0,5,9,1,11.0,1,continua_matriculado
Enfermería,4,diurna,137.0,126.7,0,1,0,18,15.5,2.8,-4.06,0,7,0,0,0.0,0,abandono
Enfermería,3,diurna,138.0,129.3,0,1,1,18,12.4,0.5,1.79,0,7,8,6,13.271666666666668,0,graduado
Enfermería,6,diurna,136.0,125.7,0,1,0,20,11.1,0.6,2.02,0,7,8,6,13.548333333333334,0,continua_matriculado
Periodismo y comunicación,1,diurna,143.0,144.8,0,1,0,19,16.2,0.3,-0.92,0,6,6,6,12.166666666666666,0,continua_matriculado
Turismo,1,diurna,133.1,98.6,0,1,0,21,12.7,3.7,-1.7,0,6,16,2,11.0,0,abandono
Educación básica,1,diurna,136.0,126.9,0,1,1,19,11.1,0.6,2.02,0,7,7,7,13.285714285714286,0,graduado
Servicio social,1,diurna,139.0,146.7,0,1,1,20,15.5,2.8,-4.06,0,6,6,6,13.333333333333334,0,graduado
Enfermería,1,diurna,125.0,117.0,0,1,1,21,9.4,-0.8,-3.12,0,8,8,8,13.2575,0,graduado
Enfermería veterinaria,1,diurna,130.0,130.0,0,1,0,23,11.1,0.6,2.02,0,6,7,0,0.0,0,abandono
Servicio social,1,diurna,137.0,125.8,0,0,1,18,12.7,3.7,-1.7,0,6,10,6,12.666666666666666,0,abandono
Administración,1,vespertina,130.0,160.0,0,1,0,30,12.7,3.7,-1.7,0,5,5,5,14.6,0,abandono
Enfermería veterinaria,1,diurna,130.0,134.2,0,1,0,20,9.4,-0.8,-3.12,0,5,13,0,0.0,5,abandono
Administración,2,diurna,160.0,96.0,0,0,0,29,10.8,1.4,1.74,3,5,7,3,12.333333333333334,0,abandono
Administración,1,diurna,100.0,101.8,0,1,0,24,10.8,1.4,1.74,0,5,5,5,10.8,0,continua_matriculado
Servicio social,1,diurna,136.0,125.2,0,1,0,20,7.6,2.6,0.32,0,6,7,6,11.666666666666666,0,graduado
Servicio social,1,vespertina,117.0,100.0,0,1,0,27,13.9,-0.3,0.79,0,6,6,4,12.5,0,abandono
Administración,1,diurna,140.0,140.0,0,1,0,23,7.6,2.6,0.32,0,5,0,0,0.0,0,abandono
Diseño de comunicación,1,diurna,132.0,120.0,0,1,1,23,11.1,0.6,2.02,0,6,6,6,15.333333333333334,0,graduado
Enfermería,3,diurna,147.0,134.3,0,1,0,18,12.7,3.7,-1.7,0,8,8,7,14.2,0,graduado
Periodismo y comunicación,1,diurna,158.0,144.7,0,1,1,19,12.7,3.7,-1.7,0,6,6,6,14.833333333333334,0,graduado
Enfermería,6,diurna,142.0,131.9,0,1,0,19,13.9,-0.3,0.79,0,7,7,7,13.642857142857142,0,abandono
Periodismo y comunicación,1,diurna,143.0,136.7,0,1,1,18,11.1,0.6,2.02,0,6,6,6,13.833333333333334,0,abandono
Diseño de comunicación,2,diurna,135.0,129.8,0,1,0,19,9.4,-0.8,-3.12,0,6,6,6,11.833333333333334,0,graduado
Periodismo y comunicación,1,diurna,160.0,146.5,0,1,1,18,13.9,-0.3,0.79,0,6,7,6,13.428571428571429,0,graduado
Administración,1,vespertina,120.0,122.5,0,1,0,29,9.4,-0.8,-3.12,8,13,16,8,10.5,0,continua_matriculado
Higiene oral,2,diurna,133.1,117.8,0,1,0,24,13.9,-0.3,0.79,0,7,10,6,11.416666666666666,0,graduado
Higiene oral,2,diurna,133.1,106.0,0,1,0,19,8.9,1.4,3.51,0,7,16,2,12.75,0,abandono
Higiene oral,1,diurna,133.0,119.0,0,1,0,19,12.7,3.7,-1.7,0,7,10,6,11.15,0,continua_matriculado
Gestión de publicidad y marketing,1,diurna,120.0,115.1,0,1,0,19,10.8,1.4,1.74,0,6,8,3,11.666666666666666,0,continua_matriculado
Turismo,4,diurna,106.0,116.9,0,1,0,20,11.1,0.6,2.02,0,6,7,6,11.5,0,graduado
Periodismo y comunicación,2,diurna,148.0,141.7,0,1,0,18,10.8,1.4,1.74,0,6,6,6,13.833333333333334,0,graduado
Diseño de comunicación,2,diurna,134.0,127.7,0,0,0,18,13.9,-0.3,0.79,1,6,8,6,11.714285714285714,1,abandono
Enfermería,5,diurna,130.0,122.1,0,1,1,19,12.4,0.5,1.79,0,7,8,7,11.678571428571429,0,graduado
Enfermería veterinaria,1,diurna,150.0,153.5,0,1,0,19,13.9,-0.3,0.79,0,6,7,6,15.714285714285714,0,abandono
Diseño de animación y multimedia,1,diurna,141.0,141.4,0,1,1,18,13.9,-0.3,0.79,0,0,0,0,0.0,0,graduado
Periodismo y comunicación,1,diurna,140.0,135.8,0,1,1,19,10.8,1.4,1.74,0,6,6,6,13.0,0,graduado
Enfermería,2,diurna,138.0,127.5,0,1,1,18,16.2,0.3,-0.92,0,7,7,7,14.485714285714286,0,graduado
Administración,1,vespertina,130.0,151.6,0,1,0,24,16.2,0.3,-0.92,0,5,9,5,12.285714285714286,0,continua_matriculado
Enfermería,1,diurna,133.1,121.4,1,1,0,28,13.9,-0.3,0.79,0,7,12,4,13.375,0,continua_matriculado
Enfermería,1,diurna,133.0,100.0,0,1,0,20,12.7,3.7,-1.7,1,8,8,7,11.571428571428571,0,graduado
Enfermería,6,diurna,150.0,131.5,0,1,1,19,12.7,3.7,-1.7,0,8,8,7,12.657142857142857,0,graduado
Administración,1,diurna,117.0,109.3,0,0,0,22,9.4,-0.8,-3.12,0,5,9,2,10.0,1,abandono
Servicio social,1,diurna,145.0,127.9,0,1,0,19,12.7,3.7,-1.7,0,6,7,6,13.714285714285714,0,graduado
Servicio social,1,diurna,140.0,140.0,0,1,0,36,16.2,0.3,-0.92,10,14,21,13,13.071428571428571,0,graduado
Agronomía,1,diurna,160.0,160.0,0,1,1,19,15.5,2.8,-4.06,0,6,7,6,15.333333333333334,0,graduado
Servicio social,1,diurna,125.0,119.8,0,1,0,18,16.2,0.3,-0.92,0,6,9,5,11.571428571428571,0,graduado
Administración,4,vespertina,133.1,153.0,0,0,0,40,7.6,2.6,0.32,0,5,10,0,0.0,0,abandono
Enfermería,2,diurna,139.0,125.0,0,1,1,19,7.6,2.6,0.32,0,7,7,6,12.9,0,graduado
Enfermería,1,diurna,130.0,103.7,0,1,0,38,10.8,1.4,1.74,1,8,12,5,13.126,1,continua_matriculado
Enfermería veterinaria,1,diurna,120.0,120.0,0,1,0,32,15.5,2.8,-4.06,4,10,20,4,11.5,2,abandono
Educación básica,1,diurna,160.0,146.0,0,1,0,19,9.4,-0.8,-3.12,0,6,11,3,10.333333333333334,0,continua_matriculado
Diseño de comunicación,3,diurna,120.0,116.9,0,1,0,19,8.9,1.4,3.51,0,6,6,6,13.5,0,graduado
Administración,1,diurna,130.0,117.9,0,1,0,35,10.8,1.4,1.74,0,1,1,0,0.0,1,abandono
Administración,1,diurna,124.0,128.6,0,1,0,20,7.6,2.6,0.32,0,5,5,4,12.0,0,continua_matriculado
Educación básica,1,diurna,150.0,135.0,0,1,0,29,12.7,3.7,-1.7,2,8,10,7,11.142857142857142,0,graduado
Administración,1,vespertina,140.0,124.6,0,1,0,29,15.5,2.8,-4.06,0,5,11,5,11.4,0,continua_matriculado
Enfermería,5,diurna,135.0,124.0,0,1,1,19,9.4,-0.8,-3.12,0,8,8,7,12.771428571428572,1,continua_matriculado
Enfermería,6,diurna,143.0,129.5,0,1,1,18,10.8,1.4,1.74,0,8,8,7,13.79857142857143,0,graduado
Servicio social,1,vespertina,100.0,111.3,1,0,0,25,7.6,2.6,0.32,0,6,7,6,13.333333333333334,0,graduado
Servicio social,1,vespertina,133.1,95.0,1,0,0,50,8.9,1.4,3.51,0,6,11,0,0.0,0,abandono
Administración,1,diurna,133.1,131.8,0,1,0,24,7.6,2.6,0.32,14,15,17,14,11.357142857142858,0,abandono
Ingeniería informática,5,diurna,132.0,119.1,0,1,0,18,9.4,-0.8,-3.12,0,5,11,0,0.0,0,abandono
Enfermería veterinaria,1,diurna,131.0,125.4,0,1,0,20,15.5,2.8,-4.06,0,6,13,6,15.692307692307692,0,graduado
Agronomía,1,diurna,147.0,140.7,1,1,1,20,15.5,2.8,-4.06,13,18,19,18,15.052631578947368,0,graduado
Administración,1,vespertina,141.0,131.9,0,1,0,21,9.4,-0.8,-3.12,6,10,20,6,11.5,0,abandono
Servicio social,1,diurna,160.0,124.0,1,1,0,28,10.8,1.4,1.74,2,8,15,7,11.0,0,continua_matriculado
Turismo,1,diurna,135.0,139.2,0,1,1,19,12.4,0.5,1.79,0,6,6,6,13.0,0,graduado
Enfermería,1,diurna,133.0,121.8,0,1,1,18,9.4,-0.8,-3.12,0,8,8,8,12.93875,0,graduado
Diseño de animación y multimedia,1,diurna,142.0,132.9,0,1,0,22,12.7,3.7,-1.7,0,0,0,0,0.0,0,graduado
Agronomía,1,diurna,130.0,130.0,0,1,0,25,15.5,2.8,-4.06,0,6,6,0,0.0,0,abandono
Enfermería,1,diurna,133.1,130.1,0,0,0,37,11.1,0.6,2.02,0,7,10,5,13.0,0,abandono
Enfermería,1,diurna,133.1,124.5,0,0,0,38,11.1,0.6,2.02,0,7,11,5,12.18,0,abandono
Gestión de publicidad y marketing,1,diurna,130.0,162.3,0,1,0,36,13.9,-0.3,0.79,0,6,13,3,11.333333333333334,0,abandono
Enfermería,2,diurna,149.0,137.8,0,1,0,18,12.7,3.7,-1.7,0,8,8,7,13.0,0,graduado
Gestión de publicidad y marketing,1,diurna,130.0,119.5,0,0,0,19,9.4,-0.8,-3.12,0,5,5,0,0.0,0,abandono
Equinocultura,1,diurna,150.0,110.0,1,1,0,24,9.4,-0.8,-3.12,0,5,13,2,12.5,2,abandono
Servicio social,1,diurna,106.0,105.0,0,1,0,20,11.1,0.6,2.02,0,6,9,5,11.0,0,graduado
Diseño de animación y multimedia,1,diurna,162.0,142.8,0,1,0,21,12.7,3.7,-1.7,0,0,0,0,0.0,0,abandono
Administración,3,vespertina,120.0,128.2,0,1,0,32,7.6,2.6,0.32,0,5,5,0,0.0,0,abandono
Administración,1,vespertina,133.1,120.0,0,1,0,39,12.7,3.7,-1.7,0,5,9,0,0.0,0,abandono
Ingeniería informática,1,diurna,130.0,130.0,0,0,0,33,12.7,3.7,-1.7,0,5,6,0,0.0,0,abandono
Gestión de publicidad y marketing,2,diurna,128.0,121.7,0,1,1,20,9.4,-0.8,-3.12,0,5,5,5,12.4,0,graduado
Agronomía,1,diurna,124.0,116.0,0,1,0,19,16.2,0.3,-0.92,0,6,8,6,15.5,0,graduado
Administración,1,vespertina,133.1,133.2,0,0,0,43,13.9,-0.3,0.79,0,5,13,2,11.5,0,abandono
Administración,1,vespertina,114.0,116.7,0,1,0,49,16.2,0.3,-0.92,0,5,7,4,13.333333333333334,0,abandono
Periodismo y comunicación,2,diurna,140.0,126.4,0,1,1,18,12.7,3.7,-1.7,0,6,8,6,12.666666666666666,0,graduado
Agronomía,1,diurna,160.0,140.0,0,1,0,27,11.1,0.6,2.02,0,6,6,0,0.0,0,continua_matriculado
Administración,1,diurna,122.0,120.3,0,1,1,19,8.9,1.4,3.51,0,5,8,5,12.6,0,abandono
Diseño de comunicación,1,diurna,140.0,118.0,1,1,1,45,16.2,0.3,-0.92,0,6,6,6,13.5,0,abandono
Gestión de publicidad y marketing,1,diurna,160.0,149.5,0,0,0,19,13.9,-0.3,0.79,0,6,6,6,13.0,0,graduado
Agronomía,1,diurna,130.0,130.0,0,1,1,21,13.9,-0.3,0.79,0,6,15,6,11.714285714285714,0,graduado
Gestión de publicidad y marketing,1,diurna,141.0,126.3,0,1,1,18,13.9,-0.3,0.79,0,6,8,6,12.166666666666666,0,graduado
Administración,3,diurna,127.0,116.2,0,1,0,18,9.4,-0.8,-3.12,0,5,10,0,0.0,1,abandono
Turismo,1,diurna,126.0,126.0,0,0,0,29,9.4,-0.8,-3.12,0,6,12,0,0.0,0,abandono
Gestión de publicidad y marketing,1,diurna,131.0,122.3,0,1,0,19,9.4,-0.8,-3.12,0,5,6,5,11.5,0,graduado
Administración,1,diurna,130.0,119.5,0,1,1,18,12.4,0.5,1.79,0,5,7,4,11.25,0,continua_matriculado
Diseño de comunicación,1,diurna,130.0,131.8,0,1,1,22,12.4,0.5,1.79,2,7,7,7,12.285714285714286,0,graduado
Enfermería,6,diurna,140.0,130.7,0,1,1,18,11.1,0.6,2.02,0,7,7,7,12.718571428571428,0,abandono
Equinocultura,1,diurna,140.0,140.0,0,1,0,20,13.9,-0.3,0.79,2,6,12,5,12.4,0,continua_matriculado
Diseño de animación y multimedia,1,diurna,140.0,129.5,0,1,0,20,10.8,1.4,1.74,0,0,0,0,0.0,0,abandono
Gestión de publicidad y marketing,1,diurna,133.1,130.0,1,1,1,29,11.1,0.6,2.02,0,6,16,1,14.0,0,abandono
Gestión de publicidad y marketing,1,diurna,120.0,114.0,0,1,0,29,7.6,2.6,0.32,0,5,10,3,11.666666666666666,0,abandono
Periodismo y comunicación,1,diurna,121.0,121.0,0,1,0,23,9.4,-0.8,-3.12,0,6,15,1,13.0,0,continua_matriculado
Diseño de animación y multimedia,1,diurna,123.0,116.4,1,1,0,19,10.8,1.4,1.74,0,0,0,0,0.0,0,abandono
Ingeniería informática,1,diurna,136.0,121.7,0,1,0,18,7.6,2.6,0.32,0,5,10,0,0.0,0,abandono
Turismo,1,diurna,136.0,130.0,0,1,0,22,7.6,2.6,0.32,2,6,13,4,11.5,0,abandono
Administración,1,vespertina,120.0,120.0,1,1,0,34,10.8,1.4,1.74,6,10,10,7,11.714285714285714,0,abandono
Administración,1,vespertina,160.0,125.0,0,1,0,26,13.9,-0.3,0.79,0,5,7,5,12.6,0,graduado
Diseño de animación y multimedia,1,diurna,125.0,134.1,0,1,0,24,11.1,0.6,2.02,12,17,19,13,11.642857142857142,0,abandono
Gestión de publicidad y marketing,1,diurna,146.0,149.5,0,1,1,17,11.1,0.6,2.02,0,6,8,6,14.875,0,graduado
Gestión de publicidad y marketing,4,diurna,117.0,113.2,0,1,0,21,9.4,-0.8,-3.12,0,5,11,2,10.0,0,continua_matriculado
Administración,1,vespertina,150.0,146.0,0,1,0,34,12.7,3.7,-1.7,0,5,5,5,14.2,0,continua_matriculado
Agronomía,1,diurna,140.0,140.0,0,1,0,19,12.4,0.5,1.79,0,6,8,6,12.714285714285714,0,graduado
Agronomía,1,diurna,111.0,162.4,1,0,0,49,8.9,1.4,3.51,4,12,16,5,11.6,0,abandono
Enfermería,1,diurna,120.0,136.6,0,1,0,23,13.9,-0.3,0.79,0,7,14,5,11.94,0,abandono
Ingeniería informática,3,diurna,111.0,111.0,0,1,0,18,12.4,0.5,1.79,0,5,10,4,11.6,0,abandono
Enfermería,1,diurna,118.0,115.7,0,1,0,20,13.9,-0.3,0.79,0,7,9,5,12.7,0,continua_matriculado
Gestión de publicidad y marketing,3,diurna,106.0,105.7,0,1,0,19,8.9,1.4,3.51,0,6,6,6,13.333333333333334,0,graduado
Agronomía,1,diurna,120.0,128.2,0,1,0,24,16.2,0.3,-0.92,4,9,13,8,13.333333333333334,0,continua_matriculado
Administración,1,diurna,151.0,137.0,0,1,0,18,8.9,1.4,3.51,0,5,5,5,13.4,0,graduado
Turismo,1,diurna,133.1,120.0,1,0,0,45,9.4,-0.8,-3.12,0,6,12,0,0.0,0,abandono
Administración,1,vespertina,120.0,120.5,0,1,0,30,7.6,2.6,0.32,0,5,5,2,11.0,0,abandono
Administración,1,vespertina,120.0,118.1,0,1,0,28,8.9,1.4,3.51,13,15,17,13,12.0,0,abandono
Administración,1,vespertina,110.0,139.0,0,1,0,40,12.7,3.7,-1.7,0,5,0,0,0.0,0,abandono
Administración,2,diurna,133.1,116.3,0,0,0,32,10.8,1.4,1.74,0,5,5,0,0.0,0,abandono
Turismo,5,diurna,118.0,120.5,0,1,0,19,7.6,2.6,0.32,0,6,12,4,12.5,0,abandono
Diseño de comunicación,1,diurna,139.0,134.9,0,1,0,20,16.2,0.3,-0.92,0,6,7,6,13.666666666666666,0,graduado
Ingeniería informática,1,diurna,130.0,123.0,0,1,0,18,9.4,-0.8,-3.12,0,5,10,1,10.0,0,abandono
Gestión de publicidad y marketing,1,diurna,132.0,122.9,0,0,0,20,10.8,1.4,1.74,0,6,6,6,11.5,0,abandono
Administración,1,vespertina,100.0,140.0,0,1,0,39,15.5,2.8,-4.06,0,5,7,4,12.25,0,continua_matriculado
Enfermería veterinaria,1,diurna,120.0,122.5,0,0,0,19,11.1,0.6,2.02,0,6,11,5,13.6,0,continua_matriculado
Administración,1,vespertina,133.1,121.5,0,1,0,38,7.6,2.6,0.32,0,5,11,2,10.5,0,continua_matriculado
Enfermería,3,diurna,156.0,132.3,0,1,1,18,7.6,2.6,0.32,0,7,7,6,13.266666666666666,0,graduado
Enfermería,4,diurna,143.0,131.5,0,1,1,18,13.9,-0.3,0.79,0,7,8,7,12.5125,0,graduado
Equinocultura,1,diurna,133.1,128.2,0,1,0,28,7.6,2.6,0.32,0,5,9,0,0.0,0,abandono
Gestión de publicidad y marketing,1,diurna,140.0,148.0,0,0,0,31,12.7,3.7,-1.7,0,6,14,0,0.0,0,abandono
Enfermería,1,diurna,127.0,121.5,0,1,0,23,7.6,2.6,0.32,0,7,7,6,13.483333333333334,0,graduado
Enfermería,1,diurna,135.0,135.4,0,1,0,21,11.1,0.6,2.02,0,7,9,6,12.565,0,continua_matriculado
Servicio social,1,diurna,133.1,139.0,1,0,0,33,16.2,0.3,-0.92,0,6,8,0,0.0,0,abandono
Administración,1,diurna,120.0,113.4,0,1,0,22,12.7,3.7,-1.7,0,5,9,3,13.0,0,abandono
Ingeniería informática,1,diurna,150.0,150.0,1,1,0,20,12.4,0.5,1.79,0,5,6,5,16.5,0,abandono
Gestión de publicidad y marketing,1,diurna,123.0,122.0,1,1,0,19,8.9,1.4,3.51,0,6,7,6,13.166666666666666,0,continua_matriculado
Enfermería veterinaria,1,diurna,150.0,150.0,0,1,0,20,16.2,0.3,-0.92,1,6,11,6,13.8,0,graduado
Turismo,1,diurna,133.1,119.3,0,1,0,25,9.4,-0.8,-3.12,0,6,7,6,11.166666666666666,0,continua_matriculado
Agronomía,1,diurna,130.0,140.0,0,0,0,25,13.9,-0.3,0.79,0,6,0,0,0.0,0,abandono
Diseño de comunicación,4,diurna,140.0,125.0,0,1,0,19,9.4,-0.8,-3.12,0,6,7,6,12.666666666666666,0,continua_matriculado
Gestión de publicidad y marketing,1,diurna,141.0,140.7,0,1,0,20,7.6,2.6,0.32,0,5,5,5,12.6,0,graduado
Enfermería,1,diurna,133.1,100.0,0,1,0,33,16.2,0.3,-0.92,0,7,7,5,13.06,0,continua_matriculado
Periodismo y comunicación,5,diurna,146.0,146.7,0,1,0,19,7.6,2.6,0.32,0,6,7,6,13.833333333333334,0,graduado
Equinocultura,1,diurna,133.1,96.0,0,1,0,31,7.6,2.6,0.32,0,5,5,0,0.0,0,abandono
Ingeniería informática,1,diurna,160.0,160.0,1,0,0,24,8.9,1.4,3.51,2,6,6,2,16.0,0,abandono
Ingeniería informática,1,diurna,130.0,130.0,1,0,0,23,15.5,2.8,-4.06,0,5,5,0,0.0,0,abandono
Administración,1,vespertina,160.0,130.0,0,0,1,26,9.4,-0.8,-3.12,0,5,12,3,10.666666666666666,0,abandono
Diseño de comunicación,1,diurna,140.0,140.0,0,1,0,38,16.2,0.3,-0.92,14,18,18,18,14.5,0,graduado
Ingeniería informática,6,diurna,126.0,116.6,0,1,1,20,8.9,1.4,3.51,0,5,6,5,14.0,0,graduado
Ingeniería informática,5,diurna,118.0,120.5,0,1,0,20,12.4,0.5,1.79,0,5,10,3,13.333333333333334,0,graduado
Enfermería veterinaria,1,diurna,133.1,103.0,0,1,0,25,10.8,1.4,1.74,0,6,0,0,0.0,0,abandono
Diseño de comunicación,2,diurna,121.0,111.9,0,1,0,19,8.9,1.4,3.51,0,6,9,5,12.0,0,graduado
Ingeniería informática,1,diurna,148.0,148.7,0,1,0,18,8.9,1.4,3.51,0,5,6,5,16.2,0,graduado
Administración,1,vespertina,133.1,120.0,0,1,0,28,10.8,1.4,1.74,7,13,13,7,10.285714285714286,0,abandono
Ingeniería informática,2,diurna,140.0,125.7,0,1,0,18,9.4,-0.8,-3.12,0,5,5,0,0.0,0,continua_matriculado
Turismo,1,diurna,132.0,120.1,0,1,1,20,8.9,1.4,3.51,0,6,7,6,13.571428571428571,0,graduado
Equinocultura,1,diurna,140.0,127.8,0,1,0,18,11.1,0.6,2.02,0,6,7,6,14.285714285714286,0,graduado
Administración,3,diurna,112.0,106.4,0,1,0,19,12.4,0.5,1.79,0,5,7,5,10.2,0,graduado
Enfermería,1,diurna,100.0,100.0,1,1,0,24,12.7,3.7,-1.7,0,8,16,2,10.25,1,abandono
Enfermería veterinaria,4,diurna,126.0,123.9,0,1,0,21,10.8,1.4,1.74,0,6,0,0,0.0,0,abandono
Gestión de publicidad y marketing,1,diurna,150.0,139.5,0,1,1,20,12.7,3.7,-1.7,0,6,7,6,14.833333333333334,0,graduado
Agronomía,1,diurna,150.0,150.0,0,1,0,21,13.9,-0.3,0.79,0,6,12,5,13.625,0,graduado
Higiene oral,1,diurna,144.0,139.8,1,1,0,24,10.8,1.4,1.74,0,7,7,7,12.271428571428572,0,graduado
Administración,1,vespertina,133.1,154.4,0,1,0,27,10.8,1.4,1.74,0,5,0,0,0.0,0,abandono
Administración,6,diurna,120.0,115.5,1,0,0,19,8.9,1.4,3.51,0,5,8,4,12.5,0,continua_matriculado
Servicio social,1,vespertina,133.1,119.0,0,1,0,39,8.9,1.4,3.51,3,9,10,9,13.22222222222222,0,graduado
Tecnologías de producción de biocombustibles,1,diurna,133.1,96.1,0,1,0,25,12.4,0.5,1.79,0,7,13,2,15.0,0,abandono
Diseño de animación y multimedia,1,diurna,130.0,130.0,0,0,0,18,9.4,-0.8,-3.12,0,0,0,0,0.0,0,abandono
Diseño de comunicación,1,diurna,133.0,128.8,0,1,0,19,10.8,1.4,1.74,6,12,12,12,13.166666666666666,0,graduado
Periodismo y comunicación,1,diurna,124.0,126.8,0,1,1,21,13.9,-0.3,0.79,0,6,8,5,13.833333333333334,0,graduado
Administración,1,vespertina,130.0,130.0,0,1,0,27,8.9,1.4,3.51,0,5,0,0,0.0,0,abandono
Administración,3,diurna,124.0,116.7,0,1,0,19,7.6,2.6,0.32,0,5,6,0,0.0,0,continua_matriculado
Enfermería,3,diurna,132.0,125.5,0,1,0,18,10.8,1.4,1.74,0,8,8,7,13.154285714285717,0,continua_matriculado
Gestión de publicidad y marketing,1,diurna,110.0,110.0,0,1,0,27,9.4,-0.8,-3.12,7,12,12,9,12.333333333333334,0,abandono
Periodismo y comunicación,3,diurna,127.0,133.7,1,1,0,18,12.7,3.7,-1.7,0,6,6,6,13.0,0,abandono
Equinocultura,1,diurna,130.0,117.6,0,1,0,19,9.4,-0.8,-3.12,0,5,14,2,11.5,2,continua_matriculado
Agronomía,1,diurna,140.0,140.0,0,1,0,19,13.9,-0.3,0.79,0,6,15,3,13.25,0,abandono
Agronomía,1,diurna,150.0,150.0,0,1,0,22,15.5,2.8,-4.06,0,6,12,3,13.333333333333334,0,continua_matriculado
Servicio social,2,diurna,133.0,133.7,0,1,0,18,10.8,1.4,1.74,0,6,6,6,13.5,0,graduado
Periodismo y comunicación,4,diurna,109.0,137.0,0,1,1,18,10.8,1.4,1.74,0,6,7,6,12.666666666666666,0,graduado
Administración,1,diurna,133.1,128.2,0,1,0,23,9.4,-0.8,-3.12,7,11,18,11,15.090909090909092,1,abandono
Diseño de animación y multimedia,4,diurna,133.0,129.2,1,0,0,20,9.4,-0.8,-3.12,0,0,0,0,0.0,0,abandono
